,model,c1,c2,c3,c4,c5,c6,c7,c8
0,fcnfpn,0.0069661359302699,0.606865406036377,0.6888770461082458,0.5654899477958679,0.6052008867263794,0.3965852260589599,0.4233458340167999,0.270381361246109
0,unetfpn,0.6134033203125,0.7165322303771973,0.7726582884788513,0.7389304637908936,0.554867684841156,0.536515474319458,0.6100260019302368,0.5728834271430969
0,fcn,0.3422607779502868,0.4827138781547546,0.5342292189598083,0.4880285561084747,0.1621148139238357,0.0249218493700027,0.0211072452366352,0.0009048586944118
0,unet,0.4600530564785003,0.6306662559509277,0.6033138036727905,0.6256297826766968,0.417120486497879,0.4183319807052612,0.3589538335800171,0.1850252598524093
0,fpn,0.6437473297119141,0.7376863956451416,0.7566882371902466,0.7663384079933167,0.6092268228530884,0.5289327502250671,0.5022662878036499,0.3759207129478454
0,unetfpn,0.5006292462348938,0.7679370045661926,0.6691115498542786,0.6871728897094727,0.4671309292316437,0.41222620010375977,0.4954622983932495,0.5273910164833069
