,model,trainc1,trainc2,trainc3,trainc4,trainc5,trainc6,trainc7,trainc8,testc1,testc2,testc3,testc4,testc5,testc6,testc7,testc8
0,unetfpn,0.4030427,0.44287792,0.65816325,0.5423642,0.34652904,0.17418069,0.7625315,0.81879914,0.32682595,0.49424347,0.59387994,0.48506144,0.31967187,0.13383238,0.710028,0.78824425
