trainc1,trainc2,trainc3,trainc4,trainc5,trainc6,trainc7,trainc8,testc1,testc2,testc3,testc4,testc5,testc6,testc7,testc8,model
0.2378649114557753,0.25517627049403496,0.1350938675023833,0.4280776544871155,0.198352388085689,0.22481972816278342,0.13335061341124743,0.14402188532858184,0.20812906312642493,0.2661372785847839,0.11754782822813736,0.3951487924697323,0.19104549807158233,0.20290819126713586,0.12688761284118208,0.1389049130779394,unet
