trainc1,trainc2,trainc3,trainc4,trainc5,trainc6,trainc7,trainc8,testc1,testc2,testc3,testc4,testc5,testc6,testc7,testc8,model
0.34228354071726796,0.4827132904370708,0.5342520167410018,0.4880044763643927,0.16210823391596668,0.02492187391619801,0.021107508633186854,0.0009049339294445246,0.2961770165969418,0.5383969626602014,0.4776604868607322,0.47231850147577065,0.1583440963806345,0.02094559952740391,0.019575670950308675,0.001154465545566755,fcn8s
