trainc1,trainc2,trainc3,trainc4,trainc5,trainc6,trainc7,trainc8,testc1,testc2,testc3,testc4,testc5,testc6,testc7,testc8,model
0.5592277662797999,0.693155337022902,0.7133328683731277,0.7080734887868769,0.5285038816318418,0.473092993640019,0.44618877339388463,0.22006487831316918,0.4214485825135073,0.6987174761916464,0.589296974102905,0.6326873323586634,0.3970782126036105,0.3370233453876754,0.3348991594915658,0.1397542468102204,unet
