trainc1,trainc2,trainc3,trainc4,trainc5,trainc6,trainc7,trainc8,testc1,testc2,testc3,testc4,testc5,testc6,testc7,testc8,model
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20562760506884403,0.34750530342739644,0.17217157932234328,0.3365069461582132,0.11889594775609875,0.009319165580436106,0.012237244438849514,0.0010944554869175655,fcn8s
