trainc1,trainc2,trainc3,trainc4,trainc5,trainc6,trainc7,trainc8,testc1,testc2,testc3,testc4,testc5,testc6,testc7,testc8,model
0.6436951256168578,0.7376927911494319,0.7565315053857649,0.7662810656593052,0.6091835926609945,0.5289275563555305,0.5021790396677772,0.37586201602528374,0.516020266911281,0.7775676769318652,0.6560308823114294,0.6994404710531194,0.494889475787662,0.3688472920411219,0.3967389714017697,0.24179785168783252,fpn
