trainc1,trainc2,trainc3,trainc4,trainc5,trainc6,trainc7,trainc8,testc1,testc2,testc3,testc4,testc5,testc6,testc7,testc8,model
0.43577655799352966,0.5008143892844225,0.3714343870202329,0.5704672446030608,0.44087800698085944,0.6686144829414509,0.5391327590542363,0.6218516190744999,0.35261837578278893,0.5298653831786572,0.3409924349771632,0.5085991708355178,0.4203354198129932,0.6032533922873358,0.47143622845322936,0.5527413196005017,fpn
