trainc1,trainc2,trainc3,trainc4,trainc5,trainc6,trainc7,trainc8,testc1,testc2,testc3,testc4,testc5,testc6,testc7,testc8,model
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34298648665373155,0.497962802901524,0.22613629202215538,0.49316452162327007,0.33094799504776173,0.07495932040559916,0.11623572547002599,0.06663892591422693,fpn
