,trainc1,trainc2,trainc3,trainc4,trainc5,trainc6,trainc7,trainc8,testc1,testc2,testc3,testc4,testc5,testc6,testc7,testc8,model
0,0.6436951256168578,0.7376927911494319,0.7565315053857649,0.7662810656593052,0.6091835926609945,0.5289275563555305,0.5021790396677772,0.3758620160252837,0.516020266911281,0.7775676769318652,0.6560308823114294,0.6994404710531194,0.494889475787662,0.3688472920411219,0.3967389714017697,0.2417978516878325,fpn
0,0.3422835407172679,0.4827132904370708,0.5342520167410018,0.4880044763643927,0.1621082339159666,0.024921873916198,0.0211075086331868,0.0009049339294445,0.2961770165969418,0.5383969626602014,0.4776604868607322,0.4723185014757706,0.1583440963806345,0.0209455995274039,0.0195756709503086,0.0011544655455667,fcn8s
0,0.5592277662797999,0.693155337022902,0.7133328683731277,0.7080734887868769,0.5285038816318418,0.473092993640019,0.4461887733938846,0.2200648783131691,0.4214485825135073,0.6987174761916464,0.589296974102905,0.6326873323586634,0.3970782126036105,0.3370233453876754,0.3348991594915658,0.1397542468102204,unet
